date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01,-1.3,-7.4,5.6,0,,42,14,,1019.5,
2021-01-02,-2.2,-9.4,6.6,0,,195.1,13.3,,1023.3,
2021-01-03,-2.3,-9.4,6.6,0,,233.6,7.7,,1021.2,
2021-01-04,2.4,-6.4,14.6,0,,179.4,12.7,,1019.6,
2021-01-05,2.6,-6.4,8.6,0,,347.7,11.2,,1020.7,
2021-01-06,0.9,-10.4,12.6,0,,169.8,12.5,,1020.8,
2021-01-07,1.9,-7.4,13.6,0,,123.4,11.3,,1019.8,
2021-01-08,2.3,-4.4,10.6,0,,190.4,12.4,,1018.8,
2021-01-09,-1.6,-6.4,4.6,0,,338.2,14.3,,1020.2,
2021-01-10,-2.5,-11.4,6.6,0,,76.1,7.3,,1024.4,
2021-01-11,-2.9,-10.4,6.6,0,,115.4,12.1,,1025,
2021-01-12,-3.9,-14.4,10.6,0,,133.6,7.7,,1025.5,
2021-01-13,0.6,-8.4,12.6,0,,33.2,10.3,,1024,
2021-01-14,1.9,-7.4,13.6,0,,0.7,10.2,,1024.9,
2021-01-15,4.1,-8.4,15.6,0,,42,12.5,,1024.1,
2021-01-16,2.9,-7.4,12.6,0,,47.9,12.5,,1020.3,
2021-01-17,2,-8.4,15.6,0,,103.7,7,,1018.4,
2021-01-18,2.3,-5.4,11.6,0,,114,10.7,,1011.1,
2021-01-19,0.8,-0.4,2.6,5.5,,115.9,18,,1016.7,
2021-01-20,1.6,-2.4,7.6,0.5,,157,14.1,,1021.7,
2021-01-21,3.4,-1.4,8.6,0.2,,189.6,5.4,,1017.5,
2021-01-22,3.1,0.6,5.6,4.1,,198.3,21,,1014.3,
2021-01-23,-0.2,-3.4,1.6,8.7,,201.5,21,,1012,
2021-01-24,-2.2,-3.4,-0.4,13.9,,210.7,8.4,,1010.2,
2021-01-25,-4.5,-7.4,-2.4,15.2,,184.9,19.1,,1008.5,
2021-01-26,-7.4,-13.4,-4.4,4,,196.2,16,,1016.5,
2021-01-27,-4.5,-11.4,1.6,0,,147.4,20.8,,1023.9,
2021-01-28,2.1,-2.4,7.6,0,,154.2,22.7,,1017.4,
2021-01-29,0,-3.4,3.6,6.2,,190.7,25.3,,1014.5,
2021-01-30,-4.9,-12.4,1.6,0,,328.1,8,,1023.4,
2021-01-31,-0.5,-10.4,6.6,0,,144.7,17.3,,1024.2,
2021-02-01,3.8,-0.4,10.6,0.4,,157.6,13.9,,1021.5,
2021-02-02,6,1.6,9.6,0.8,,198.8,12.1,,1020,
2021-02-03,7.1,2.6,10.6,0.8,,217.2,21.9,,1015.6,
2021-02-04,0.4,-6.4,5.6,0,,356.9,7.2,,1018,
2021-02-05,-0.7,-9.4,9.6,0,,300,10.3,,1018.1,
2021-02-06,0.6,-8.4,10.6,0,,10.8,9,,1017.6,
2021-02-07,1.5,-6.4,12.6,0,,250.4,8.5,,1013.5,
2021-02-08,3.4,-5.4,10.6,0,,190.3,17,,1014.4,
2021-02-09,4.5,-1.4,9.6,0,,169.1,15.7,,1014.9,
2021-02-10,3.6,-2.4,9.6,0,,210.2,6.6,,1013.9,
2021-02-11,3.4,-6.4,11.6,0,,323.8,7.5,,1015.8,
2021-02-12,3.7,-3.4,8.6,1.8,,214.3,15.5,,1010,
2021-02-13,-0.6,-5.4,5.6,10.5,,230,17.9,,1006.9,
2021-02-14,-2.6,-7.4,1.6,0.7,,347.7,13.9,,1010.5,
2021-02-15,-2.1,-10.4,5.6,0,,207.4,15.3,,1014.7,
2021-02-16,-0.5,-6.4,3.6,3.1,,296.3,17.3,,1011.5,
2021-02-17,-4.8,-10.4,-0.4,0,,1.7,11.3,,1017.8,
2021-02-18,-4,-13.4,3.6,0,,13.3,8.7,,1028.6,
2021-02-19,1.3,-7.4,11.6,0,,213,11.3,,1023.5,
2021-02-20,3,-3.4,9.6,0,,227,23.6,,1015.8,
2021-02-21,-1.1,-10.4,7.6,0,,35.4,7.2,,1028.1,
2021-02-22,2.2,-8.4,13.6,0,,97.8,11.3,,1024.3,
2021-02-23,5.3,-3.4,14.6,0,,212.6,11.2,,1017,
2021-02-24,3.7,-5.4,12.6,0.1,,225.6,15.3,,1015.5,
2021-02-25,-1,-8.4,5.6,0,,45.8,11.8,,1020.7,
2021-02-26,1.1,-10.4,11.6,0,,202,16.5,,1015.2,
2021-02-27,1.7,-5.4,7.6,0,,274.4,19.3,,1012.9,
2021-02-28,-5.1,-13.4,0.6,0,,17.8,15.3,,1024.9,
2021-03-01,0.1,-11.4,9.6,0,,148.2,8.7,,1025.4,
2021-03-02,4.2,-4.4,13.6,0,,150.1,14.1,,1017,
2021-03-03,4.9,-3.4,12.6,0.9,,172.5,25.5,,1012.3,
2021-03-04,1.5,-3.4,7.6,4.2,,267.6,14,,1022.2,
2021-03-05,5.1,-5.4,15.6,0,,129.2,11.4,,1022.3,
2021-03-06,8.2,1.6,14.6,0,,171.3,16.4,,1016.3,
2021-03-07,8.6,0.6,15.6,0,,164.5,16.3,,1016.5,
2021-03-08,10.3,5.6,15.6,0,,198.3,25.3,,1016.4,
2021-03-09,5.9,-0.4,11.6,0.2,,208.6,29.3,,1013.8,
2021-03-10,0.6,-4.4,5.6,1.6,,204.7,22.1,,1015.4,
2021-03-11,-1.6,-3.4,1.6,5,,212.3,17.7,,1018.1,
2021-03-12,-2.7,-4.4,0.6,12.9,,184.6,9.5,,1018.9,
2021-03-13,-5.6,-11.4,-2.4,10.7,,262.6,10.8,,1021.7,
2021-03-14,-0.1,-6.4,5.6,0,,269.7,17.4,,1019.2,
2021-03-15,2.6,-1.4,7.6,1,,188.6,21.6,,1011.4,
2021-03-16,-3.8,-9.4,-0.4,4.3,,256.5,10.9,,1014.8,
2021-03-17,2.2,-5.4,10.6,0,,135,5.5,,1021.2,
2021-03-18,6.2,-1.4,14.6,0,,159.9,12.5,,1023,
2021-03-19,7.1,-3.4,16.6,0,,171.7,14.7,,1024,
2021-03-20,8.1,2.6,13.6,0.3,,203.5,22.1,,1019.7,
2021-03-21,3.6,-4.4,10.6,0.5,,244,14.3,,1015.7,
2021-03-22,1.2,-6.4,9.6,0,,308.4,15.8,,1014,
2021-03-23,-0.6,-2.4,2.6,11.7,,297.7,12.1,,1007.7,
2021-03-24,-1.2,-4.4,4.6,0.5,,352.1,7.1,,1010.6,
2021-03-25,0.4,-5.4,3.6,1.5,,194.8,24.7,,1009.1,
2021-03-26,-0.7,-4.4,2.6,7.2,,204.7,11.3,,1012.2,
2021-03-27,2.2,-3.4,9.6,0,,56.4,7.9,,1024.2,
2021-03-28,6.2,-3.4,16.6,0,,177.4,9.7,,1024.3,
2021-03-29,8.4,-3.4,17.6,0,,217.6,18.2,,1013.1,
2021-03-30,6.6,-2.4,12.6,0,,338,13.2,,1014.6,
2021-03-31,5.7,-3.4,15.6,0,,134.1,10.9,,1024.2,
2021-04-01,11,1.6,20.6,0,,160,15.2,,1018.1,
2021-04-02,10.7,6.1,16.5,0,,114,9,,1016.2,
2021-04-03,12,0.6,21.6,0.1,,195,11.2,,1017.7,
2021-04-04,13,0.6,23.6,0,,239.2,14.7,,1016.4,
2021-04-05,12.3,1.6,21.6,0,,202,21.6,,1009.4,
2021-04-06,9.4,0.6,16.6,0,,312.2,15.3,,1011.7,
2021-04-07,9.1,-3.4,19.6,0,,219.8,14.1,,1022.1,
2021-04-08,13.5,2.6,19.6,0,,252.9,18.5,,1018,
2021-04-09,8.6,-3.4,18.6,0,,280.7,11.8,,1019.2,
2021-04-10,9.5,-3.4,19.6,0,,220.5,13.4,,1017.1,
2021-04-11,10.4,-2.4,19.6,0,,212.9,14.4,,1014.7,
2021-04-12,12.2,1.6,19.6,0.1,,197.4,16.7,,1014.2,
2021-04-13,11.5,3.6,17.6,0.2,,193.6,22.7,,1013.1,
2021-04-14,10.7,6.6,16.6,0,,200.4,37,,1012.6,
2021-04-15,7.4,-2.4,12.6,0,,241.8,19.5,,1014.7,
2021-04-16,5.3,-5.4,14.6,0,,291.6,11.7,,1016.7,
2021-04-17,3.6,-3.4,11.6,0.8,,91.5,12.7,,1018,
2021-04-18,6.4,0.6,12.6,0.1,,46.5,20.6,,1020.7,
2021-04-19,8.1,-4.4,18.6,0,,230.2,14.6,,1020.5,
2021-04-20,12.4,0.6,18.6,0,,216.6,17.2,,1017.6,
2021-04-21,11.1,4.6,16.6,0,,196.3,28.3,,1012.3,
2021-04-22,7.4,1.6,13.6,3.3,,198,17.2,,1012.9,
2021-04-23,9.4,0.6,16.6,0,,239.2,15.7,,1016.5,
2021-04-24,11.8,1.6,17.6,0,,205.3,24,,1018.2,
2021-04-25,13,8.6,18.6,0,,206.3,32.6,,1014.5,
2021-04-26,8.5,1.6,11.6,0.9,,207.5,28.8,,1010.8,
2021-04-27,1.7,-1.4,6.6,10,,233.1,10.9,,1012.5,
2021-04-28,6.3,-2.4,14.6,0.3,,6.3,13.6,,1019.4,
2021-04-29,10,-0.4,21.6,0,,90.9,17.3,,1027.4,
2021-04-30,14.9,1.6,24.6,0,,169.4,11.9,,1026.7,
2021-05-01,14.9,5.6,22.6,0,,198.5,17.8,,1020.1,
2021-05-02,13.4,5.6,18.6,0.6,,205.4,16.9,,1010.8,
2021-05-03,9.7,0.6,16.6,0,,312.6,11.5,,1013.8,
2021-05-04,12.4,0.6,21.6,0,,206.7,14.6,,1020.8,
2021-05-05,14.7,2.6,23.6,0,,131.6,11.7,,1024.1,
2021-05-06,16.3,4.6,25.6,0,,183.6,17,,1024.6,
2021-05-07,14.9,4.6,22.6,0,,185.9,22.6,,1020.3,
2021-05-08,13.5,2.6,21.6,0,,232.8,15.2,,1017.9,
2021-05-09,12.4,1.6,20.6,0.4,,211.9,19.1,,1017.7,
2021-05-10,14.4,4.6,20.6,0.1,,224.3,18.1,,1017.3,
2021-05-11,12.4,0.6,21.6,0.3,,220.6,14.4,,1020.3,
2021-05-12,13.5,0.6,22.6,0,,199.8,12.4,,1024.5,
2021-05-13,16.9,3.6,24.6,0,,211.3,14.1,,1024.4,
2021-05-14,15.7,3.6,24.6,0.1,,200.5,16.3,,1021.5,
2021-05-15,15.2,4.6,21.6,0,,184.2,21.1,,1017.6,
2021-05-16,12.6,5.6,18.6,0.3,,190.5,21.6,,1016.2,
2021-05-17,10.3,2.6,17.6,1.1,,243.3,13.8,,1017.5,
2021-05-18,13.8,2.6,22.6,0,,286.3,15.3,,1017.8,
2021-05-19,16.1,7.6,23.6,0,,197.8,19.3,,1016.5,
2021-05-20,16.2,9.6,21.6,0,,198.8,32,,1013.6,
2021-05-21,10.7,5.6,15.6,0.9,,192.7,37.5,,1013.4,
2021-05-22,6.7,-1.4,13.6,0,,192.8,22.9,,1016.9,
2021-05-23,7,-4.4,16.6,0,,200.1,13.9,,1022,
2021-05-24,10.4,-3.4,20.6,0,,176.8,11.2,,1022.8,
2021-05-25,16,1.6,23.6,0,,192.7,16.3,,1022.6,
2021-05-26,15.4,7.6,21.6,0,,195.1,14.8,,1023.5,
2021-05-27,15.6,2.6,24.6,0,,204.7,12.4,,1023.4,
2021-05-28,16.7,3.6,25.6,0,,197.2,13.7,,1022.1,
2021-05-29,15.9,3.6,25.6,0,,193.4,16.5,,1019.6,
2021-05-30,16.2,3.6,25.6,0,,201.4,11.5,,1019.1,
2021-05-31,17.6,9.6,24.6,0,,208.6,11.6,,1022.8,
2021-06-01,18,6.6,27.6,0,,187.4,12.5,,1024,
2021-06-02,18,7.6,26.6,0,,189,12.3,,1022.3,
2021-06-03,21.1,10.6,29.6,0,,225.6,15.1,,1021.8,
2021-06-04,21.4,12.6,29.6,0,,220.3,12,,1022.9,
2021-06-05,22.2,12.6,29.6,0,,227.5,16.6,,1021.7,
2021-06-06,20.8,13.6,26.6,0,,194.2,18.5,,1020,
2021-06-07,17.6,7.6,25.6,0,,179.8,17.6,,1019.5,
2021-06-08,17.5,7.6,24.6,0,,186.2,19.7,,1021.6,
2021-06-09,18.6,6.6,26.6,0,,190,17.8,,1024.6,
2021-06-10,18.6,11.6,24.6,0,,210,25.1,,1022.8,
2021-06-11,17.9,4.6,28.6,0,,189.4,14.6,,1022.2,
2021-06-12,19.1,3.6,30.6,0,,186.4,13.8,,1022.6,
2021-06-13,21.2,8.6,31.6,0,,196.8,18.6,,1024.5,
2021-06-14,23,8.6,33.6,0,,204,12.7,,1026.5,
2021-06-15,25,11.6,34.6,0,,169.6,12.7,,1026.2,
2021-06-16,26.3,18.6,33.6,0.1,,166.6,14.6,,1026.3,
2021-06-17,25.2,17.6,33.6,1.2,,191,9.9,,1023.8,
2021-06-18,24.7,15.6,33.6,0,,162.2,12.3,,1021.7,
2021-06-19,25.1,16.6,32.6,0,,200,15.1,,1020.8,
2021-06-20,26.4,15.6,33.6,0,,243.3,17.2,,1021.5,
2021-06-21,23.9,12.6,30.6,0,,243.9,14.6,,1024.3,
2021-06-22,22.7,11.6,29.6,0,,255.6,15.5,,1024.1,
2021-06-23,19.1,12.6,23.6,4.3,,174.3,13.1,,1024.8,
2021-06-24,18.1,11.6,25.6,1.3,,218.7,14,,1024.5,
2021-06-25,17.9,7.6,25.6,0.2,,215.3,10.6,,1022.7,
2021-06-26,20.1,9.6,28.6,0,,73,12.3,,1021.5,
2021-06-27,21.7,12.6,28.6,0,,75.7,17.7,,1021.4,
2021-06-28,21.3,13.6,26.6,0.5,,64.3,14.5,,1021.7,
2021-06-29,17.2,13.6,24.6,3.4,,145,15.7,,1023.7,
2021-06-30,16.6,10.6,23.6,1.6,,169.7,13.8,,1025.3,
2021-07-01,19,9.6,26.6,0,,197.5,11.5,,1024.7,
2021-07-02,20.8,13.6,27.6,0.2,,173.2,13,,1025.1,
2021-07-03,21,15.6,28.6,0,,171.6,15.5,,1025.4,
2021-07-04,21.7,15.6,28.6,0,,235.1,11.1,,1025.1,
2021-07-05,23.6,16.6,29.6,0,,215.8,8.7,,1024.8,
2021-07-06,24.9,13.6,32.6,0,,175,9.6,,1024.1,
2021-07-07,26.3,18.6,32.6,0,,182.8,10.5,,1023.1,
2021-07-08,24.9,18.6,32.6,0,,177.1,11.5,,1024.5,
2021-07-09,24.6,15.6,33.6,0.1,,221.4,9.8,,1026.1,
2021-07-10,26.9,18.6,35.6,0,,196.2,16.7,,1025.9,
2021-07-11,25.1,15.6,34.6,0.4,,206.8,12.8,,1025.2,
2021-07-12,23.3,15.6,32.6,0.1,,195.6,12.2,,1024.7,
2021-07-13,22.1,18.6,28.6,4.1,,203.1,15,,1026.2,
2021-07-14,20.1,14.6,26.6,6,,234.5,15.3,,1026.7,
2021-07-15,18.8,15.3,22.8,10.6,,242.6,10.6,,1018.1,
2021-07-16,20.3,15.3,25.3,0.4,,232,12.7,,1016.4,
2021-07-17,18.7,15,23.8,12.3,,220.4,8.1,,1018.5,
2021-07-18,19.5,15.3,24.4,7.7,,206.2,7.1,,1020.6,
2021-07-19,19,15.8,22.2,10.3,,275,4,,1021.4,
2021-07-20,19.7,14.7,24,14.2,,230.4,5.6,,1019.3,
2021-07-21,20.5,17.1,26.4,7.2,,210.4,5.9,,1017,
2021-07-22,19.6,16.2,24.8,5.8,,231.3,8.9,,1019.2,
2021-07-23,18.2,16,22.7,19.3,,237.4,10.5,,1021.1,
2021-07-24,16.9,14.1,21.3,21.6,,301.7,9,,1018.9,
2021-07-25,16.4,13,20.5,21,,193.5,7,,1018.1,
2021-07-26,19.1,13.6,23.6,4.6,,210.6,11.2,,1026.3,
2021-07-27,17.8,11.6,25.6,0.1,,149.9,9.8,,1027.8,
2021-07-28,19.1,13.6,24.6,3.1,,177.1,10.3,,1028.6,
2021-07-29,18.1,13.6,25.6,6.3,,168.3,13.4,,1026.4,
2021-07-30,17.2,13.6,23.6,6.5,,152.6,9.8,,1027.3,
2021-07-31,17.1,13.6,22.6,4.4,,162,9.6,,1028.7,
2021-08-01,19.5,12.6,25.6,0.9,,195.9,10.9,,1029.6,
2021-08-02,20.1,12.6,27.6,0,,246.5,10.2,,1029.6,
2021-08-03,20.5,11.6,28.6,0,,291.2,13.9,,1027.8,
2021-08-04,21.4,11.6,29.6,0,,150.2,11.3,,1026.4,
2021-08-05,23.4,12.6,30.6,0,,197.4,16.2,,1026.5,
2021-08-06,23.4,19.6,28.6,0,,224.9,16.5,,1025.8,
2021-08-07,21.4,11.6,28.6,0,,231.2,13.6,,1024.8,
2021-08-08,20.4,10.6,27.6,0,,227.1,12,,1024.4,
2021-08-09,20.8,11.6,26.6,0,,215.7,13,,1025,
2021-08-10,17,14.6,24.6,4.7,,154.5,10.6,,1026.3,
2021-08-11,16.3,11.6,22.6,1.4,,174.8,9.8,,1026.3,
2021-08-12,17.4,14.6,23.6,0,,164.8,10.5,,1026.4,
2021-08-13,18.7,15.6,25.6,0.6,,205,8.6,,1028.2,
2021-08-14,20.6,14.6,26.6,0.7,,151,9.1,,1029,
2021-08-15,19,13.6,25.6,0.1,,179.6,9.1,,1026.7,
2021-08-16,19.7,12.6,25.6,2.3,,222.8,12,,1022.8,
2021-08-17,19.3,14.6,24.6,4.4,,206.4,14.1,,1021.8,
2021-08-18,16.9,14.6,20.6,2.1,,181.6,24.1,,1021.1,
2021-08-19,16.4,12.6,21.6,0.3,,187.6,22.4,,1021.5,
2021-08-20,16.6,10.6,23.6,0.1,,176.7,12.8,,1021.8,
2021-08-21,17,9.6,22.6,0.8,,172.6,16.3,,1020.4,
2021-08-22,17.8,9.6,24.6,0,,160.2,13.7,,1021.3,
2021-08-23,17.9,8.6,25.6,0,,180.5,19.3,,1023.1,
2021-08-24,18.1,9.6,26.6,0,,192.1,14.5,,1025.8,
2021-08-25,19.6,10.6,28.6,0,,182.2,10.9,,1026.5,
2021-08-26,20,11.6,28.6,0.2,,198.5,12.1,,1024.6,
2021-08-27,20.5,11.6,28.6,0.1,,194.9,14.5,,1022.3,
2021-08-28,20.6,13.6,28.6,0,,202,11.1,,1023.1,
2021-08-29,19.8,11.6,29.6,0,,159,11.6,,1023.2,
2021-08-30,19.1,13.6,26.6,0.8,,170.8,12.8,,1021.9,
2021-08-31,16.6,13.6,22.6,19,,190.5,7.8,,1019.6,
2021-09-01,15.3,12.6,20.6,9.7,,261.3,7.9,,1018.8,
2021-09-02,16.1,10.6,22.6,0.8,,192.4,9.7,,1022.8,
2021-09-03,16.9,10.6,23.6,0.5,,183.1,9.4,,1023.9,
2021-09-04,17.8,9.6,25.6,0,,169.5,10,,1024.8,
2021-09-05,19.5,10.6,27.6,0,,155.4,11.2,,1026.3,
2021-09-06,20.1,11.6,27.6,0,,192.6,11.1,,1027.2,
2021-09-07,19.5,10.6,28.6,0,,133.2,12.7,,1026.5,
2021-09-08,19.3,8.6,28.6,0,,163.4,13.2,,1026.7,
2021-09-09,20.4,12.6,28.6,0,,157.8,11.4,,1027.6,
2021-09-10,19.4,12.6,26.6,0,,165.6,14.8,,1028.1,
2021-09-11,18.9,11.6,25.6,0.2,,185.9,11.5,,1027.9,
2021-09-12,19,9.6,26.6,0,,183.6,11,,1026.6,
2021-09-13,18.8,10.6,26.6,0,,209.4,13.6,,1024.5,
2021-09-14,18.4,8.6,26.6,0,,212.4,14.2,,1024.3,
2021-09-15,17.4,7.6,25.6,0,,198.6,13.4,,1023.5,
2021-09-16,16.1,6.6,24.6,0,,199.7,15.2,,1021.9,
2021-09-17,16.7,8.6,25.6,0.1,,165,12.9,,1026.1,
2021-09-18,15.2,10.6,21.6,2.1,,168,14.9,,1026.1,
2021-09-19,15.6,8.6,21.6,0,,187.4,17.2,,1023.2,
2021-09-20,13.7,5.6,22.6,0,,174.7,10.5,,1024.9,
2021-09-21,15.5,6.6,24.6,0,,142.9,10.8,,1031.4,
2021-09-22,16.7,6.6,24.6,0,,179.1,13.5,,1030.1,
2021-09-23,15,6.6,23.6,0.1,,206.2,12.8,,1024.4,
2021-09-24,16.1,11.6,22.6,0.4,,170.5,7.4,,1024.9,
2021-09-25,14.1,8.6,20.6,1.7,,186.2,11,,1025.1,
2021-09-26,12.4,9.6,17.6,3.8,,158.8,10.4,,1023.6,
2021-09-27,13.3,9.6,18.6,5.7,,229.7,11.2,,1022.7,
2021-09-28,12.7,10.1,17.1,0.2,,212.3,19.6,,1013.3,
2021-09-29,10.2,6.5,13.5,3.6,,185.5,12.6,,1014.5,
2021-09-30,9.7,5.6,15.5,0.5,,67.4,9.9,,1017.5,
2021-10-01,10.4,4.9,16.2,0,,98.1,7.9,,1019.3,
2021-10-02,12,5.3,18.9,0,,112,8.7,,1020.1,
2021-10-03,13.5,8.5,19.4,0.4,,136.3,9.2,,1019.4,
2021-10-04,14.5,9.5,20.7,0,,150.6,11.3,,1018.5,
2021-10-05,10.9,7.8,14.8,6.4,,160.1,13.9,,1019,
2021-10-06,11.3,6.4,17.6,0,,178.6,10.2,,1017.6,
2021-10-07,12.2,7.8,17.3,0,,176,12.6,,1017.8,
2021-10-08,11,9,13.4,3.1,,180,20.9,,1016.9,
2021-10-09,9.1,4.8,14.2,0,,244.3,15.4,,1015.3,
2021-10-10,7.9,1.2,15.5,0,,2.2,9.8,,1015.7,
2021-10-11,7.9,2.1,13.9,5.5,,191.8,25.5,,1004.8,
2021-10-12,-0.2,-2.7,3.6,1.2,,244.8,22,,1009.3,
2021-10-13,2.4,-3,8.2,0,,30.5,6.1,,1014.4,
2021-10-14,4.4,0.2,10.1,0,,24.8,8.1,,1018.1,
2021-10-15,5.6,-0.7,14.8,0,,103.5,12.7,,1023.6,
2021-10-16,11.6,2.4,20.5,0,,82.8,11.4,,1022.5,
2021-10-17,14.4,7.1,21.6,0,,113.2,12.4,,1017.9,
2021-10-18,13.6,6.7,19.9,0,,176.6,12.7,,1013,
2021-10-19,12.6,4.7,19.9,0,,63.6,8.3,,1016.1,
2021-10-20,13.3,5.9,20.7,0,,70.1,9.3,,1019.5,
2021-10-21,15,6.9,24.5,0,,76.6,10,,1021.3,
2021-10-22,15.1,7.7,25,0,,77.8,11.4,,1019.6,
2021-10-23,13.9,7.4,22.2,0,,99.4,12,,1016.4,
2021-10-24,,,,,,,,,,
2021-10-25,,,,,,,,,,
2021-10-26,,,,,,,,,,
2021-10-27,,,,,,,,,,
2021-10-28,,,,,,,,,,
2021-10-29,,,,,,,,,,
2021-10-30,,,,,,,,,,
2021-10-31,,,,,,,,,,
2021-11-01,,,,,,,,,,
2021-11-02,,,,,,,,,,
2021-11-03,,,,,,,,,,
2021-11-04,,,,,,,,,,
2021-11-05,,,,,,,,,,
2021-11-06,,,,,,,,,,
2021-11-07,,,,,,,,,,
2021-11-08,,,,,,,,,,
2021-11-09,,,,,,,,,,
2021-11-10,,,,,,,,,,
2021-11-11,,,,,,,,,,
2021-11-12,,,,,,,,,,
2021-11-13,,,,,,,,,,
2021-11-14,,,,,,,,,,
2021-11-15,,,,,,,,,,
2021-11-16,,,,,,,,,,
2021-11-17,,,,,,,,,,
2021-11-18,,,,,,,,,,
2021-11-19,,,,,,,,,,
2021-11-20,,,,,,,,,,
2021-11-21,,,,,,,,,,
2021-11-22,,,,,,,,,,
2021-11-23,,,,,,,,,,
2021-11-24,,,,,,,,,,
2021-11-25,,,,,,,,,,
2021-11-26,,,,,,,,,,
2021-11-27,,,,,,,,,,
2021-11-28,,,,,,,,,,
2021-11-29,,,,,,,,,,
2021-11-30,,,,,,,,,,
2021-12-01,,,,,,,,,,
2021-12-02,,,,,,,,,,
2021-12-03,,,,,,,,,,
2021-12-04,,,,,,,,,,
2021-12-05,,,,,,,,,,
2021-12-06,,,,,,,,,,
2021-12-07,,,,,,,,,,
2021-12-08,,,,,,,,,,
2021-12-09,,,,,,,,,,
2021-12-10,,,,,,,,,,
2021-12-11,,,,,,,,,,
2021-12-12,,,,,,,,,,
2021-12-13,,,,,,,,,,
2021-12-14,,,,,,,,,,
2021-12-15,,,,,,,,,,
2021-12-16,,,,,,,,,,
2021-12-17,,,,,,,,,,
2021-12-18,,,,,,,,,,
2021-12-19,,,,,,,,,,
2021-12-20,,,,,,,,,,
2021-12-21,,,,,,,,,,
2021-12-22,,,,,,,,,,
2021-12-23,,,,,,,,,,
2021-12-24,,,,,,,,,,
2021-12-25,,,,,,,,,,
2021-12-26,,,,,,,,,,
2021-12-27,,,,,,,,,,
2021-12-28,,,,,,,,,,
2021-12-29,,,,,,,,,,
2021-12-30,,,,,,,,,,
2021-12-31,,,,,,,,,,
